날짜,요일,역번호,역명,구분,05~06,06~07,07~08,08~09,09~10,10~11,11~12,12~13,13~14,14~15,15~16,16~17,17~18,18~19,19~20,20~21,21~22,22~23,23~24,24~
2020-05-27,2,2737,내방,하차,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
2020-05-27,2,2738,이수,승차,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2020-05-27,2,2738,이수,하차,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2020-05-27,2,2739,남성,승차,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-27,2,2739,남성,하차,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2020-05-27,2,2740,숭실대입구(살피재),승차,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-27,2,2740,숭실대입구(살피재),하차,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
2020-05-27,2,2741,상도,승차,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-05-27,2,2741,상도,하차,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
2020-05-27,2,2742,장승배기,승차,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-27,2,2742,장승배기,하차,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
2020-05-27,2,2743,신대방삼거리,승차,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,2,2743,신대방삼거리,하차,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
2020-05-27,2,2744,보라매,승차,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,2,2744,보라매,하차,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2020-05-27,2,2745,신풍,승차,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-05-27,2,2745,신풍,하차,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
2020-05-27,2,2746,대림(구로구청),승차,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,2,2746,대림(구로구청),하차,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2020-05-27,2,2747,남구로,승차,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-05-27,2,2747,남구로,하차,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2020-05-27,2,2748,가산디지털단지,승차,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-05-27,2,2748,가산디지털단지,하차,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
2020-05-27,2,2749,철산,승차,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2020-05-27,2,2749,철산,하차,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
2020-05-27,2,2750,광명사거리,승차,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,2,2750,광명사거리,하차,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125
2020-05-27,2,2751,천왕,승차,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-27,2,2751,천왕,하차,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
2020-05-27,2,2752,온수(성공회대입구),승차,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2020-05-27,2,2752,온수(성공회대입구),하차,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147
2020-05-27,2,2753,까치울,승차,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,2,2753,까치울,하차,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,2,2754,부천종합운동장,승차,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,2,2754,부천종합운동장,하차,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,2,2755,춘의,승차,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,2,2755,춘의,하차,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,2,2756,신중동,승차,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2020-05-27,2,2756,신중동,하차,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,2,2757,부천시청,승차,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-27,2,2757,부천시청,하차,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2020-05-27,2,2758,상동,승차,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,2,2758,상동,하차,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
2020-05-27,2,2759,삼산체육관,승차,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,2,2759,삼산체육관,하차,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
2020-05-27,2,2760,굴포천,승차,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-27,2,2760,굴포천,하차,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
2020-05-27,2,2761,부평구청,승차,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,2,2761,부평구청,하차,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
2020-05-27,2,2811,암사,승차,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,2,2811,암사,하차,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
2020-05-27,2,2812,천호(풍납토성),승차,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-27,2,2812,천호(풍납토성),하차,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
2020-05-27,2,2813,강동구청,승차,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,2,2813,강동구청,하차,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2020-05-27,2,2814,몽촌토성(평화의문),승차,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,2,2814,몽촌토성(평화의문),하차,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2020-05-27,2,2815,잠실(송파구청),승차,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-27,2,2815,잠실(송파구청),하차,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
2020-05-27,2,2816,석촌,승차,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,2,2816,석촌,하차,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2020-05-27,2,2817,송파,승차,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,2,2817,송파,하차,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
2020-05-27,2,2818,가락시장,승차,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-05-27,2,2818,가락시장,하차,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
2020-05-27,2,2819,문정,승차,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-27,2,2819,문정,하차,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-05-27,2,2820,장지,승차,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,2,2820,장지,하차,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,2,2821,복정,승차,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-05-27,2,2821,복정,하차,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
2020-05-27,2,2822,산성,승차,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,2,2822,산성,하차,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
2020-05-27,2,2823,남한산성입구(성남법원.검찰청),승차,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,2,2823,남한산성입구(성남법원.검찰청),하차,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
2020-05-27,2,2824,단대오거리,승차,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,2,2824,단대오거리,하차,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
2020-05-27,2,2825,신흥,승차,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-27,2,2825,신흥,하차,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2020-05-27,2,2826,수진,승차,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-05-27,2,2826,수진,하차,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2020-05-27,2,2827,모란,승차,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-05-27,2,2827,모란,하차,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2020-05-28,3,150,서울역,승차,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2020-05-28,3,150,서울역,하차,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
2020-05-28,3,151,시청,승차,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,3,151,시청,하차,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2020-05-28,3,152,종각,승차,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2020-05-28,3,152,종각,하차,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2020-05-28,3,153,종로3가,승차,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2020-05-28,3,153,종로3가,하차,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2020-05-28,3,154,종로5가,승차,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2020-05-28,3,154,종로5가,하차,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2020-05-28,3,155,동대문,승차,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2020-05-28,3,155,동대문,하차,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
2020-05-28,3,156,신설동,승차,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2020-05-28,3,156,신설동,하차,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2020-05-28,3,157,제기동,승차,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2020-05-28,3,157,제기동,하차,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2020-05-28,3,158,청량리(서울시립대입구),승차,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-05-28,3,158,청량리(서울시립대입구),하차,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2020-05-28,3,159,동묘앞,승차,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-28,3,159,동묘앞,하차,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
2020-05-28,3,201,시청,승차,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2020-05-28,3,201,시청,하차,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2020-05-28,3,202,을지로입구,승차,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2020-05-28,3,202,을지로입구,하차,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
2020-05-28,3,203,을지로3가,승차,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,3,203,을지로3가,하차,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2020-05-28,3,204,을지로4가,승차,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-28,3,204,을지로4가,하차,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2020-05-28,3,205,동대문역사문화공원(DDP)(DDP),승차,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-28,3,205,동대문역사문화공원(DDP)(DDP),하차,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
2020-05-28,3,206,신당,승차,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,3,206,신당,하차,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2020-05-28,3,207,상왕십리,승차,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,3,207,상왕십리,하차,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,3,208,왕십리(성동구청),승차,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2020-05-28,3,208,왕십리(성동구청),하차,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2020-05-28,3,209,한양대,승차,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,3,209,한양대,하차,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,3,210,뚝섬,승차,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,3,210,뚝섬,하차,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-28,3,211,성수,승차,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2020-05-28,3,211,성수,하차,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192
2020-05-28,3,212,건대입구,승차,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2020-05-28,3,212,건대입구,하차,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192
2020-05-28,3,213,구의(광진구청),승차,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2020-05-28,3,213,구의(광진구청),하차,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
2020-05-28,3,214,강변(동서울터미널),승차,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,3,214,강변(동서울터미널),하차,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2020-05-28,3,215,잠실나루,승차,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-05-28,3,215,잠실나루,하차,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-28,3,216,잠실(송파구청),승차,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,3,216,잠실(송파구청),하차,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2020-05-28,3,217,잠실새내,승차,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-05-28,3,217,잠실새내,하차,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
2020-05-28,3,218,종합운동장,승차,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2020-05-28,3,218,종합운동장,하차,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
2020-05-28,3,219,삼성(무역센터),승차,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,3,219,삼성(무역센터),하차,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164
2020-05-28,3,220,선릉,승차,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,3,220,선릉,하차,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2020-05-28,3,221,역삼,승차,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,3,221,역삼,하차,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,3,222,강남,승차,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,3,222,강남,하차,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,3,223,교대(법원.검찰청),승차,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2020-05-28,3,223,교대(법원.검찰청),하차,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2020-05-28,3,224,서초,승차,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,3,224,서초,하차,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-28,3,225,방배,승차,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,3,225,방배,하차,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,3,226,사당,승차,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,3,226,사당,하차,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151
2020-05-28,3,227,낙성대(강감찬),승차,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,3,227,낙성대(강감찬),하차,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,3,228,서울대입구(관악구청),승차,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2020-05-28,3,228,서울대입구(관악구청),하차,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2020-05-28,3,229,봉천,승차,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-28,3,229,봉천,하차,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,3,230,신림,승차,1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2020-05-28,3,230,신림,하차,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2020-05-28,3,231,신대방,승차,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,3,231,신대방,하차,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-05-28,3,232,구로디지털단지,승차,1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2020-05-28,3,232,구로디지털단지,하차,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2020-05-28,3,233,대림(구로구청),승차,1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2020-05-28,3,233,대림(구로구청),하차,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2020-05-28,3,234,신도림,승차,1517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2020-05-28,3,234,신도림,하차,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537
2020-05-28,3,235,문래,승차,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-05-28,3,235,문래,하차,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2020-05-28,3,236,영등포구청,승차,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2020-05-28,3,236,영등포구청,하차,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2020-05-28,3,237,당산,승차,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2020-05-28,3,237,당산,하차,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
2020-05-28,3,238,합정,승차,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2020-05-28,3,238,합정,하차,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
2020-05-28,3,239,홍대입구,승차,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2020-05-28,3,239,홍대입구,하차,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204
2020-05-28,3,240,신촌,승차,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,3,240,신촌,하차,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,3,241,이대,승차,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2020-05-28,3,241,이대,하차,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2020-05-28,3,242,아현,승차,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,3,242,아현,하차,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-28,3,243,충정로(경기대입구),승차,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2020-05-28,3,243,충정로(경기대입구),하차,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2020-05-28,3,244,용답,승차,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2020-05-28,3,244,용답,하차,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2020-05-28,3,245,신답,승차,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,3,245,신답,하차,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,3,246,신설동,승차,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-05-28,3,246,신설동,하차,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2020-05-28,3,247,도림천,승차,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2020-05-28,3,247,도림천,하차,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2020-05-28,3,248,양천구청,승차,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2020-05-28,3,248,양천구청,하차,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
2020-05-28,3,249,신정네거리,승차,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-28,3,249,신정네거리,하차,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
2020-05-28,3,250,용두(동대문구청),승차,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2020-05-28,3,250,용두(동대문구청),하차,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2020-05-28,3,309,지축,승차,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-28,3,309,지축,하차,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-28,3,310,구파발,승차,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,3,310,구파발,하차,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
2020-05-28,3,311,연신내,승차,1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,3,311,연신내,하차,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
2020-05-28,3,312,불광,승차,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2020-05-28,3,312,불광,하차,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2020-05-28,3,313,녹번,승차,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2020-05-28,3,313,녹번,하차,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2020-05-28,3,314,홍제,승차,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2020-05-28,3,314,홍제,하차,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2020-05-28,3,315,무악재,승차,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,3,315,무악재,하차,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,3,316,독립문,승차,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2020-05-28,3,316,독립문,하차,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226
2020-05-28,3,317,경복궁(정부서울청사),승차,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2020-05-28,3,317,경복궁(정부서울청사),하차,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2020-05-28,3,318,안국,승차,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2020-05-28,3,318,안국,하차,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-28,3,319,종로3가,승차,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2020-05-28,3,319,종로3가,하차,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2020-05-28,3,320,을지로3가,승차,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-28,3,320,을지로3가,하차,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2020-05-28,3,322,동대입구,승차,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,3,322,동대입구,하차,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2020-05-28,3,323,약수,승차,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2020-05-28,3,323,약수,하차,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
2020-05-28,3,324,금호,승차,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
