날짜,요일,역번호,역명,구분,05~06,06~07,07~08,08~09,09~10,10~11,11~12,12~13,13~14,14~15,15~16,16~17,17~18,18~19,19~20,20~21,21~22,22~23,23~24,24~
2020-02-02,6,2514,송정,하차,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2020-02-02,6,2515,마곡,승차,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-02,6,2515,마곡,하차,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2020-02-02,6,2516,발산,승차,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2516,발산,하차,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2020-02-02,6,2517,우장산,승차,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2517,우장산,하차,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
2020-02-02,6,2518,화곡,승차,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2020-02-02,6,2518,화곡,하차,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
2020-02-02,6,2519,까치산,승차,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-02-02,6,2519,까치산,하차,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
2020-02-02,6,2520,신정(은행정),승차,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2520,신정(은행정),하차,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2020-02-02,6,2521,목동,승차,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2521,목동,하차,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2020-02-02,6,2522,오목교(목동운동장앞),승차,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2522,오목교(목동운동장앞),하차,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-02,6,2523,양평,승차,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-02-02,6,2523,양평,하차,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-02-02,6,2524,영등포구청,승차,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2524,영등포구청,하차,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2525,영등포시장,승차,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-02,6,2525,영등포시장,하차,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-02,6,2526,신길,승차,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2526,신길,하차,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-02,6,2527,여의도,승차,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-02,6,2527,여의도,하차,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
2020-02-02,6,2528,여의나루,승차,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2528,여의나루,하차,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-02,6,2529,마포,승차,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2020-02-02,6,2529,마포,하차,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2020-02-02,6,2530,공덕,승차,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2530,공덕,하차,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-02,6,2531,애오개,승차,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2531,애오개,하차,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
2020-02-02,6,2532,충정로(경기대입구),승차,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2532,충정로(경기대입구),하차,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2020-02-02,6,2533,서대문,승차,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2533,서대문,하차,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2020-02-02,6,2534,광화문(세종문화회관),승차,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-02,6,2534,광화문(세종문화회관),하차,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2020-02-02,6,2535,종로3가,승차,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2020-02-02,6,2535,종로3가,하차,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2020-02-02,6,2536,을지로4가,승차,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2536,을지로4가,하차,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2537,동대문역사문화공원(DDP),승차,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2537,동대문역사문화공원(DDP),하차,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-02-02,6,2538,청구,승차,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2538,청구,하차,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2020-02-02,6,2539,신금호,승차,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2539,신금호,하차,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2020-02-02,6,2540,행당,승차,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2540,행당,하차,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2020-02-02,6,2541,왕십리(성동구청),승차,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2541,왕십리(성동구청),하차,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
2020-02-02,6,2542,마장,승차,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2542,마장,하차,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2020-02-02,6,2543,답십리,승차,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2543,답십리,하차,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2020-02-02,6,2544,장한평,승차,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-02-02,6,2544,장한평,하차,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2020-02-02,6,2545,군자(능동),승차,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2545,군자(능동),하차,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
2020-02-02,6,2546,아차산(어린이대공원후문),승차,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-02,6,2546,아차산(어린이대공원후문),하차,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2020-02-02,6,2547,광나루(장신대),승차,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-02,6,2547,광나루(장신대),하차,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2020-02-02,6,2548,천호(풍납토성),승차,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2548,천호(풍납토성),하차,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
2020-02-02,6,2549,강동,승차,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2549,강동,하차,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
2020-02-02,6,2550,길동,승차,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2550,길동,하차,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2020-02-02,6,2551,굽은다리(강동구민회관앞),승차,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2551,굽은다리(강동구민회관앞),하차,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
2020-02-02,6,2552,명일,승차,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2552,명일,하차,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
2020-02-02,6,2553,고덕,승차,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-02-02,6,2553,고덕,하차,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2020-02-02,6,2554,상일동,승차,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-02,6,2554,상일동,하차,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
2020-02-02,6,2555,둔촌동,승차,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2555,둔촌동,하차,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2556,올림픽공원(한국체대),승차,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2556,올림픽공원(한국체대),하차,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2557,방이,승차,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2557,방이,하차,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2558,오금,승차,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2558,오금,하차,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-02,6,2559,개롱,승차,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2559,개롱,하차,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
2020-02-02,6,2560,거여,승차,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2560,거여,하차,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
2020-02-02,6,2561,마천,승차,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2561,마천,하차,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2020-02-02,6,2611,응암,승차,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-02-02,6,2611,응암,하차,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
2020-02-02,6,2612,역촌,승차,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-02,6,2612,역촌,하차,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2613,불광,승차,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2613,불광,하차,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2020-02-02,6,2614,독바위,승차,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-02-02,6,2614,독바위,하차,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2020-02-02,6,2615,연신내,승차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2615,연신내,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2616,구산,승차,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2616,구산,하차,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2617,새절(신사),승차,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2617,새절(신사),하차,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
2020-02-02,6,2618,증산(명지대앞),승차,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2618,증산(명지대앞),하차,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
2020-02-02,6,2619,디지털미디어시티,승차,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-02,6,2619,디지털미디어시티,하차,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
2020-02-02,6,2620,월드컵경기장(성산),승차,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-02,6,2620,월드컵경기장(성산),하차,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2621,마포구청,승차,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2621,마포구청,하차,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2622,망원,승차,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2622,망원,하차,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2623,합정,승차,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-02,6,2623,합정,하차,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-02-02,6,2624,상수,승차,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-02,6,2624,상수,하차,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2625,광흥창(서강),승차,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2625,광흥창(서강),하차,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2020-02-02,6,2626,대흥(서강대앞),승차,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-02-02,6,2626,대흥(서강대앞),하차,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2020-02-02,6,2627,공덕,승차,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2627,공덕,하차,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
2020-02-02,6,2628,효창공원앞,승차,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2628,효창공원앞,하차,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2020-02-02,6,2629,삼각지,승차,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2629,삼각지,하차,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2020-02-02,6,2630,녹사평(용산구청),승차,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-02,6,2630,녹사평(용산구청),하차,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2020-02-02,6,2631,이태원,승차,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2631,이태원,하차,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
2020-02-02,6,2632,한강진,승차,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-02-02,6,2632,한강진,하차,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2020-02-02,6,2633,버티고개,승차,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-02,6,2633,버티고개,하차,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2020-02-02,6,2634,약수,승차,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2634,약수,하차,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-02-02,6,2635,청구,승차,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-02,6,2635,청구,하차,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2020-02-02,6,2636,신당,승차,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2636,신당,하차,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2020-02-02,6,2637,동묘앞,승차,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-02,6,2637,동묘앞,하차,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
2020-02-02,6,2638,창신,승차,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-02,6,2638,창신,하차,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2020-02-02,6,2639,보문,승차,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2020-02-02,6,2639,보문,하차,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2020-02-02,6,2640,안암(고대병원앞),승차,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2640,안암(고대병원앞),하차,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
2020-02-02,6,2641,고려대(종암),승차,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2641,고려대(종암),하차,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2020-02-02,6,2642,월곡(동덕여대),승차,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2642,월곡(동덕여대),하차,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2020-02-02,6,2643,상월곡(한국과학기술연구원),승차,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-02,6,2643,상월곡(한국과학기술연구원),하차,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2020-02-02,6,2644,돌곶이,승차,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2644,돌곶이,하차,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2020-02-02,6,2645,석계,승차,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2020-02-02,6,2645,석계,하차,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
2020-02-02,6,2646,태릉입구,승차,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2646,태릉입구,하차,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
2020-02-02,6,2647,화랑대(서울여대입구),승차,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2647,화랑대(서울여대입구),하차,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2020-02-02,6,2648,봉화산(서울의료원),승차,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2648,봉화산(서울의료원),하차,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2020-02-02,6,2649,신내,승차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2649,신내,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2711,장암,승차,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2711,장암,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2020-02-02,6,2712,도봉산,승차,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2712,도봉산,하차,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
2020-02-02,6,2713,수락산,승차,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2713,수락산,하차,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
2020-02-02,6,2714,마들,승차,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-02-02,6,2714,마들,하차,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
2020-02-02,6,2715,노원,승차,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2020-02-02,6,2715,노원,하차,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
2020-02-02,6,2716,중계,승차,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2716,중계,하차,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2020-02-02,6,2717,하계,승차,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2717,하계,하차,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
2020-02-02,6,2718,공릉(서울과학기술대),승차,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2718,공릉(서울과학기술대),하차,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
2020-02-02,6,2719,태릉입구,승차,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-02,6,2719,태릉입구,하차,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
2020-02-02,6,2720,먹골,승차,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2720,먹골,하차,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2020-02-02,6,2721,중화,승차,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2721,중화,하차,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2020-02-02,6,2722,상봉(시외버스터미널),승차,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-02,6,2722,상봉(시외버스터미널),하차,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
2020-02-02,6,2723,면목,승차,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2723,면목,하차,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
2020-02-02,6,2724,사가정,승차,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2724,사가정,하차,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
2020-02-02,6,2725,용마산,승차,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-02,6,2725,용마산,하차,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2020-02-02,6,2726,중곡,승차,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2726,중곡,하차,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2020-02-02,6,2727,군자(능동),승차,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2727,군자(능동),하차,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2020-02-02,6,2728,어린이대공원(세종대),승차,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2728,어린이대공원(세종대),하차,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2020-02-02,6,2729,건대입구,승차,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-02-02,6,2729,건대입구,하차,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
2020-02-02,6,2730,뚝섬유원지,승차,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2730,뚝섬유원지,하차,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2020-02-02,6,2731,청담,승차,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2731,청담,하차,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
2020-02-02,6,2732,강남구청,승차,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-02,6,2732,강남구청,하차,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2020-02-02,6,2733,학동,승차,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2733,학동,하차,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2020-02-02,6,2734,논현,승차,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2734,논현,하차,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2020-02-02,6,2735,반포,승차,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2735,반포,하차,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2736,고속터미널,승차,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2736,고속터미널,하차,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-02-02,6,2737,내방,승차,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,6,2737,내방,하차,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
2020-02-02,6,2738,이수,승차,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2020-02-02,6,2738,이수,하차,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
